2023.07.17,13:00,1958.70000,1959.90000,1945.78000,1950.57000,21426
2023.07.17,17:00,1950.69000,1955.68000,1949.36000,1955.28000,17777
2023.07.17,21:00,1955.27000,1956.43000,1954.51000,1954.92000,5550
2023.07.18,01:00,1954.50000,1959.55000,1954.50000,1957.16000,8775
2023.07.18,05:00,1957.14000,1961.76000,1955.82000,1959.28000,10792
2023.07.18,09:00,1959.32000,1964.13000,1957.78000,1962.98000,15865
2023.07.18,13:00,1962.97000,1972.16000,1960.80000,1971.36000,24909
2023.07.18,17:00,1971.29000,1984.42000,1971.17000,1976.32000,23451
2023.07.18,21:00,1976.28000,1978.98000,1975.36000,1978.74000,7146
2023.07.19,01:00,1978.69000,1979.20000,1976.38000,1976.66000,8657
2023.07.19,05:00,1976.63000,1978.40000,1974.08000,1978.16000,11071
2023.07.19,09:00,1978.39000,1980.91000,1973.02000,1977.23000,16137
2023.07.19,13:00,1977.24000,1979.85000,1971.61000,1977.16000,19999
2023.07.19,17:00,1977.09000,1978.94000,1969.77000,1977.35000,20457
2023.07.19,21:00,1977.35000,1978.58000,1976.53000,1976.97000,6371
2023.07.20,01:00,1976.32000,1985.26000,1975.69000,1984.93000,10213
2023.07.20,05:00,1985.02000,1987.46000,1980.12000,1980.83000,12110
2023.07.20,09:00,1980.84000,1983.87000,1977.93000,1980.92000,17150
2023.07.20,13:00,1980.97000,1983.24000,1972.42000,1975.96000,21639
2023.07.20,17:00,1976.30000,1977.44000,1965.38000,1970.62000,22411
2023.07.20,21:00,1970.70000,1971.56000,1968.58000,1969.50000,7107
2023.07.21,01:00,1969.95000,1973.80000,1969.95000,1972.34000,9110
2023.07.21,05:00,1972.34000,1972.78000,1968.10000,1969.41000,9965
2023.07.21,09:00,1969.43000,1972.25000,1961.06000,1963.93000,18370
2023.07.21,13:00,1963.92000,1968.14000,1958.55000,1961.58000,20694
2023.07.21,17:00,1961.54000,1965.26000,1956.86000,1962.79000,19940
2023.07.21,21:00,1962.78000,1964.26000,1961.53000,1961.84000,5079
2023.07.24,01:00,1962.00000,1962.91000,1959.12000,1961.50000,8789
2023.07.24,05:00,1961.49000,1962.14000,1959.05000,1959.98000,10015
2023.07.24,09:00,1960.03000,1966.12000,1957.88000,1965.41000,16399
2023.07.24,13:00,1965.37000,1967.91000,1959.15000,1959.50000,19225
2023.07.24,17:00,1959.53000,1962.47000,1957.21000,1959.09000,19166
2023.07.24,21:00,1959.12000,1959.20000,1953.40000,1954.87000,6595
2023.07.25,01:00,1955.11000,1962.86000,1953.22000,1962.70000,9094
2023.07.25,05:00,1962.71000,1963.56000,1960.43000,1962.63000,10618
2023.07.25,09:00,1962.63000,1964.03000,1959.35000,1962.14000,14910
2023.07.25,13:00,1962.13000,1963.54000,1953.19000,1956.96000,18912
2023.07.25,17:00,1956.73000,1965.67000,1952.50000,1962.28000,15957
2023.07.25,21:00,1962.24000,1965.24000,1962.20000,1964.85000,5957
2023.07.26,01:00,1964.76000,1966.30000,1962.00000,1963.90000,9321
2023.07.26,05:00,1963.90000,1965.16000,1962.40000,1965.03000,9929
2023.07.26,09:00,1965.08000,1972.56000,1964.45000,1971.48000,15104
2023.07.26,13:00,1971.50000,1974.21000,1963.92000,1966.71000,18524
2023.07.26,17:00,1966.61000,1975.07000,1964.32000,1969.47000,21222
